ACC1002, WEDNESDAY, 1000, 1200, UT-AUD1, 2, V1
CG3204L, MONDAY, 1600, 1800, COM1-B102, 2, 2
CG3204L, FRIDAY, 1500, 1600, VCRm, 2, 2
CG4001, SATURDAY, 2330, 2359, DV3, 2, 1
CH1101E, WEDNESDAY, 1200, 1400, TP-GLR, 2, 1
CH1101E, MONDAY, 1400, 1600, AS3-0303, 2, D1
CH1101E, MONDAY, 1600, 1800, AS3-0303, 2, D2
CH1101E, WEDNESDAY, 1000, 1200, AS3-0305, 2, D3
CH1101E, THURSDAY, 1000, 1200, AS1-0207, 2, D4
CH2141 / CL2241, THURSDAY, 1400, 1600, LT10, 2, 1
CH2141 / CL2241, TUESDAY, 1000, 1200, AS7-0119, 2, D1
CH2141 / CL2241, WEDNESDAY, 1200, 1400, AS3-0213, 2, D2
CH2141 / CL2241, WEDNESDAY, 1600, 1800, AS3-0215, 2, D3
CH2141 / CL2241, THURSDAY, 1200, 1400, AS7-0101, 2, D4
CH2223, TUESDAY, 1200, 1400, AS7-0101, 2, 1
CH2223, WEDNESDAY, 1000, 1200, AS3-0305, 2, E1
CH2223, WEDNESDAY, 1200, 1400, AS3-0305, 2, E2
CH2273, THURSDAY, 1600, 1800, UTSRC-LT52, 2, 1
CH2273, TUESDAY, 1000, 1200, AS1-0207, 2, E1
CH2273, TUESDAY, 1400, 1600, AS1-0207, 2, E2
CH2273, TUESDAY, 1600, 1800, AS1-0207, 2, E3
CH2291, TUESDAY, 1600, 1800, LT12, 2, 1
CH2291, MONDAY, 1000, 1200, AS1-0207, 2, D1
CH2291, MONDAY, 1400, 1600, AS1-0207, 2, D2
CH2291, TUESDAY, 1000, 1200, AS1-0207, 2, D3
CH2291, WEDNESDAY, 1000, 1200, AS1-0207, 2, D4
CH2297 / GEK2047, TUESDAY, 1400, 1600, LT14, 2, 1
CH2297 / GEK2047, MONDAY, 1200, 1400, AS1-0207, 2, E1
CH2297 / GEK2047, MONDAY, 1400, 1600, AS1-0207, 2, E2
CH2297 / GEK2047, TUESDAY, 1600, 1800, AS3-0303, 2, E3
CH2297 / GEK2047, WEDNESDAY, 1000, 1200, AS1-0207, 2, E4
CH2297 / GEK2047, WEDNESDAY, 1400, 1600, AS3-0303, 2, E5
CH2297 / GEK2047, THURSDAY, 1200, 1400, AS4-0116, 2, E6
CH3223, MONDAY, 1200, 1500, AS6-0214, 2, 1
CH3226, WEDNESDAY, 1600, 1800, AS4-0206, 2, 1
CH3226, MONDAY, 1600, 1800, AS1-0207, 2, D1
CH3226, TUESDAY, 1600, 1800, AS1-0207, 2, D2
CH3229, THURSDAY, 900, 1200, AS1-0201, 2, 1
CH3248, TUESDAY, 1000, 1200, AS1-0201, 2, 1
CH3248, WEDNESDAY, 900, 1000, AS3-0303, 2, W1
CH3248, WEDNESDAY, 1300, 1400, AS3-0303, 2, W2
CH4244, WEDNESDAY, 1600, 1900, AS1-0201, 2, 1
CH4261, TUESDAY, 1500, 1800, AS1-0302, 2, 1
CH4281, MONDAY, 900, 1200, AS2-0413, 2, 1
CH5225, TUESDAY, 1900, 2200, AS4-0118, 2, 1
CH5225R, TUESDAY, 1900, 2200, AS4-0118, 2, 1
CH5242, THURSDAY, 1800, 2100, AS1-0304, 2, 1
CH5242R, THURSDAY, 1800, 2100, AS1-0304, 2, 1
CH5880, MONDAY, 1900, 2200, AS2-0413, 2, 1
CH5880R, MONDAY, 1900, 2200, AS2-0413, 2, 1
CH6201, FRIDAY, 1900, 2200, AS3-0303, 2, 1
CH6245, WEDNESDAY, 1800, 2100, AS3-0215, 2, 1
CL1101E, THURSDAY, 1200, 1400, UTSRC-LT50, 2, 1
CL1101E, MONDAY, 1400, 1600, AS3-0303, 2, E1
CL1101E, MONDAY, 1600, 1800, AS1-0207, 2, E2
CL1101E, TUESDAY, 1400, 1600, AS3-0215, 2, E4
CL1101E, WEDNESDAY, 1000, 1200, AS3-0215, 2, E5
CL1101E, WEDNESDAY, 1400, 1600, AS3-0215, 2, E6
CL1101E, THURSDAY, 1000, 1200, TP-SR7, 2, E7
CL2103, THURSDAY, 1000, 1200, LT14, 2, 1
CL2103, MONDAY, 900, 1000, AS3-0303, 2, W1
CL2103, MONDAY, 1000, 1100, AS3-0303, 2, W2
CL2103, THURSDAY, 1500, 1600, AS3-0303, 2, W3
CL2103, THURSDAY, 1600, 1700, AS3-0305, 2, W4
CL2260, TUESDAY, 1000, 1200, LT14, 2, 1
CL2260, WEDNESDAY, 1200, 1400, AS3-0215, 2, D1
CL2260, WEDNESDAY, 1400, 1600, AS3-0215, 2, D2
CL2281, WEDNESDAY, 1000, 1200, LT8, 2, 1
CL2281, THURSDAY, 1000, 1200, AS3-0305, 2, D1
CL2281, THURSDAY, 1400, 1600, AS3-0215, 2, D2
CL2281, THURSDAY, 1600, 1800, AS3-0215, 2, D3
CL2291, MONDAY, 1200, 1400, AS6-0212, 2, 1
CL2291, TUESDAY, 1400, 1600, AS3-0215, 2, D1
CL2291, TUESDAY, 1600, 1800, AS3-0303, 2, D2
CL2291, WEDNESDAY, 1600, 1800, AS1-0210, 2, D3
CL3205, WEDNESDAY, 1200, 1500, AS7-0119, 2, 1
CL3208, THURSDAY, 1500, 1800, AS6-0214, 2, 1
CL3211, TUESDAY, 1200, 1500, AS1-0203, 2, 1
CL3281, TUESDAY, 1500, 1800, AS1-0203, 2, 1
CM1121, MONDAY, 1000, 1200, LT27, 2, SL1
CM1121, FRIDAY, 1400, 1600, S16-0309, 2, FR2
CM1121, FRIDAY, 1200, 1400, S16-0309, 2, FR3
CM1121, MONDAY, 1400, 1600, S16-0436, 2, MO1
CM1121, MONDAY, 1200, 1400, S16-0309, 2, MO2
CM1121, THURSDAY, 1000, 1200, S16-0309, 2, TH1
CM1121, THURSDAY, 1600, 1800, S8-0314, 2, TH2
CM1121, TUESDAY, 1000, 1200, S14-0619, 2, TU1
CM1121, WEDNESDAY, 1400, 1600, S16-0309, 2, WE2
CM1161, TUESDAY, 800, 1000, LT20, 2, SL1
CM1161, FRIDAY, 800, 1000, LT20, 2, SL1
CM1191, MONDAY, 800, 1000, LT20, 2, SL1
CM1191, WEDNESDAY, 1200, 1800, S5-0101, 2, B1
CM1191, THURSDAY, 1200, 1800, S5-0101, 2, B2
CM1191, FRIDAY, 1200, 1800, S5-0101, 2, B3
CM1191, TUESDAY, 1000, 1600, S5-0101, 2, FST
CM1402, TUESDAY, 1200, 1400, LT24, 2, SL1
CM1402, FRIDAY, 1200, 1400, LT24, 2, SL1
CM1402, THURSDAY, 1400, 1500, ERC-SR8, 2, 1
CM1402, THURSDAY, 1300, 1400, ERC-SR8, 2, 2
CM1402, WEDNESDAY, 1200, 1300, S16-0430, 2, T1
CM1402, WEDNESDAY, 1300, 1400, S16-0430, 2, T2
CM1502, MONDAY, 1400, 1600, LT7, 2, 1
CM1502, WEDNESDAY, 1700, 1800, UT-AUD2, 2, 1
CM1502, FRIDAY, 900, 1200, null, 2, 1
CM1502, FRIDAY, 1400, 1700, null, 2, 2
CM1502, FRIDAY, 900, 1200, null, 2, 3
CM1502, FRIDAY, 1400, 1700, null, 2, 4
CM1502, THURSDAY, 1600, 1700, E3-06-06, 2, 1
CM1502, WEDNESDAY, 900, 1000, E5-03-23, 2, 10
CM1502, MONDAY, 1600, 1700, E5-03-22, 2, 11
CM1502, THURSDAY, 1700, 1800, E3-06-06, 2, 12
CM1502, THURSDAY, 1500, 1600, E3-06-06, 2, 2
CM1502, THURSDAY, 1600, 1700, E3-06-06, 2, 3
CM1502, THURSDAY, 1500, 1600, E3-06-06, 2, 4
CM1502, WEDNESDAY, 900, 1000, E5-03-23, 2, 5
CM1502, WEDNESDAY, 1000, 1100, E5-03-23, 2, 6
CM1502, MONDAY, 1600, 1700, E5-03-22, 2, 7
CM1502, THURSDAY, 1700, 1800, E3-06-06, 2, 8
CM1502, WEDNESDAY, 1000, 1100, E5-03-23, 2, 9
CM2101, MONDAY, 1200, 1400, LT25, 2, SL1
CM2101, THURSDAY, 1200, 1400, LT25, 2, SL1
CM2101, FRIDAY, 800, 900, LT26, 2, SL1
CM2101, TUESDAY, 1600, 1700, S16-03ALR, 2, TU1
CM2101, TUESDAY, 1700, 1800, S16-03ALR, 2, TU2
CM2101, WEDNESDAY, 1600, 1700, S16-03ALR, 2, WE1
CM2101, WEDNESDAY, 1700, 1800, S16-03ALR, 2, WE2
CM2101, WEDNESDAY, 1100, 1200, S16-03ALR, 2, WE3
CM2111, MONDAY, 1400, 1600, LT26, 2, SL1
CM2111, WEDNESDAY, 900, 1000, LT33, 2, SL1
CM2111, THURSDAY, 1400, 1600, LT26, 2, SL1
CM2111, THURSDAY, 1600, 1700, S5-0225, 2, TH1
CM2111, TUESDAY, 1600, 1700, S5-0225, 2, TU1
CM2111, TUESDAY, 1700, 1800, S5-0225, 2, TU2
CM2111, WEDNESDAY, 1600, 1700, S5-0225, 2, WE1
CM2111, WEDNESDAY, 1700, 1800, S5-0225, 2, WE2
CM2121, MONDAY, 1000, 1200, LT33, 2, SL1
CM2121, WEDNESDAY, 800, 900, LT33, 2, SL1
CM2121, THURSDAY, 1000, 1200, LT33, 2, SL1
CM2121, THURSDAY, 900, 1000, S5-0223, 2, TH1
CM2121, TUESDAY, 1600, 1700, S5-0223, 2, TU1
CM2121, TUESDAY, 1700, 1800, S5-0223, 2, TU2
CM2121, WEDNESDAY, 1600, 1700, S5-0223, 2, WE1
CM2121, WEDNESDAY, 1700, 1800, S5-0223, 2, WE2
CM2142, MONDAY, 1600, 1800, LT26, 2, SL1
CM2142, THURSDAY, 1600, 1800, LT26, 2, SL1
CM2142, FRIDAY, 900, 1000, LT26, 2, SL1
CM2142, THURSDAY, 1000, 1100, S9-0513, 2, TH1
CM2142, TUESDAY, 1600, 1700, S9-0513, 2, TU1
CM2142, TUESDAY, 1700, 1800, S9-0513, 2, TU2
CM2142, WEDNESDAY, 1600, 1700, S9-0513, 2, WE1
CM2142, WEDNESDAY, 1700, 1800, S9-0513, 2, WE2
CM2161, WEDNESDAY, 1600, 1800, LT22, 2, SL1
CM2161, FRIDAY, 1600, 1800, LT22, 2, SL1
CM2161, THURSDAY, 1000, 1300, S9-0401, 2, FST
CM2161, TUESDAY, 1000, 1600, S9-0401, 2, TUE
CM2191, TUESDAY, 800, 1000, LT22, 2, SL1
CM2191, FRIDAY, 1000, 1600, S5-0410, 2, FR
CM2191, TUESDAY, 1000, 1600, S5-0410, 2, TU
CM2191, WEDNESDAY, 1000, 1600, S5-0410, 2, WE
CM2192, MONDAY, 800, 1000, S14-0620, 2, SL1
CM2192, MONDAY, 800, 1000, LT24, 2, SL2
CM2192, TUESDAY, 1000, 1600, S5-0107, 2, TU
CM2192, TUESDAY, 1000, 1600, S8-0403, 2, TU
CM2192, WEDNESDAY, 1000, 1600, S5-0107, 2, WE
CM2192, WEDNESDAY, 1000, 1600, S8-0403, 2, WE
CM2192A, MONDAY, 800, 1000, LT24, 2, SL1
CM2192A, FRIDAY, 1000, 1600, S8-0403, 2, FST
CM3181, MONDAY, 800, 1800, DV, 2, SL1
CM3181, TUESDAY, 800, 1800, DV, 2, SL1
CM3181, WEDNESDAY, 800, 1800, DV, 2, SL1
CM3181, THURSDAY, 800, 1800, DV, 2, SL1
CM3181, FRIDAY, 800, 1800, DV, 2, SL1
CM3181, SATURDAY, 600, 2359, DV, 2, SL1
CM3193, MONDAY, 1000, 1600, S9-0401, 2, MON
CM3193, WEDNESDAY, 1000, 1600, S9-0401, 2, WED
CM3194, MONDAY, 1000, 1600, S9-0401, 2, MON
CM3194, WEDNESDAY, 1000, 1600, S9-0401, 2, WED
CM3211, TUESDAY, 800, 1000, LT33, 2, SL1
CM3211, FRIDAY, 800, 1000, LT33, 2, SL1
CM3222, WEDNESDAY, 1400, 1600, LT33, 2, L1
CM3222, FRIDAY, 1400, 1600, LT33, 2, L1
CM3225, TUESDAY, 1000, 1200, UTSRC-LT51, 2, SL1
CM3225, FRIDAY, 1000, 1200, UTSRC-LT51, 2, SL1
CM3232, MONDAY, 800, 1000, LT33, 2, L1
CM3232, THURSDAY, 800, 1000, LT33, 2, L1
CM3251, TUESDAY, 1600, 1800, S16-0430, 2, SL1
CM3251, FRIDAY, 1600, 1800, S16-0430, 2, SL1
CM3253, MONDAY, 1600, 1800, LT33, 2, L1
CM3253, THURSDAY, 1600, 1800, LT33, 2, L1
CM3261, TUESDAY, 1200, 1400, LT21, 2, SL1
CM3261, FRIDAY, 1200, 1400, LT21, 2, SL1
CM3262, MONDAY, 800, 1000, S1A-0217, 2, SL1
CM3262, THURSDAY, 800, 1000, S1A-0217, 2, SL1
CM3264, MONDAY, 1600, 1800, S16-0436, 2, SL1
CM3264, THURSDAY, 1600, 1800, S16-0436, 2, SL1
CM3265, TUESDAY, 800, 1000, S1A-0217, 2, SL1
CM3265, FRIDAY, 800, 1000, S1A-0217, 2, SL1
CM3291, MONDAY, 1000, 1600, S5-0510, 2, MO
CM3291, THURSDAY, 1000, 1600, S5-0510, 2, TH
CM3292, MONDAY, 1000, 1600, S5-0107, 2, MO
CM3292, MONDAY, 1000, 1600, S8-0403, 2, MO
CM3292, THURSDAY, 1000, 1600, S5-0107, 2, TH
CM3292, THURSDAY, 1000, 1600, S8-0403, 2, TH
CM3295, MONDAY, 1000, 1600, S8-0403, 2, MON
CM3296, MONDAY, 1200, 1400, S16-0436, 2, SL1
CM3296, THURSDAY, 1200, 1400, S16-0436, 2, SL1
CM3296, WEDNESDAY, 1400, 1700, LT22-L1, 2, SB1
CM3301, WEDNESDAY, 1600, 1800, S14-0620, 2, SL1
CM3301, FRIDAY, 1600, 1800, S14-0620, 2, SL1
CM3312, MONDAY, 800, 1800, DV, 2, L1
CM3312, TUESDAY, 800, 1800, DV, 2, L1
CM3312, WEDNESDAY, 800, 1800, DV, 2, L1
CM3312, THURSDAY, 800, 1800, DV, 2, L1
CM3312, FRIDAY, 800, 1800, DV, 2, L1
CM3312, SATURDAY, 600, 2359, DV, 2, L1
CM4214, MONDAY, 1600, 1800, LT21, 2, SL1
CM4214, THURSDAY, 1600, 1800, LT21, 2, SL1
CM4214, WEDNESDAY, 1100, 1200, S8-0314, 2, ST1
CM4236, TUESDAY, 1600, 1800, LT21, 2, SL1
CM4236, FRIDAY, 1600, 1800, LT21, 2, SL1
CM4236, WEDNESDAY, 1500, 1600, S8-0314, 2, ST1
CM4241, TUESDAY, 1800, 2000, UTSRC-GLR, 2, SL1
CM4241, FRIDAY, 1800, 2000, UTSRC-GLR, 2, SL1
CM4241, WEDNESDAY, 1600, 1700, LT20, 2, ST1
CM4242, MONDAY, 1800, 2000, LT24, 2, SL1
CM4242, THURSDAY, 1800, 2000, LT24, 2, SL1
CM4242, MONDAY, 2000, 2100, LT24, 2, ST1
CM4268, TUESDAY, 1400, 1600, S16-0307, 2, SL1
CM4268, FRIDAY, 1400, 1600, S16-0307, 2, SL1
CM4268, WEDNESDAY, 1000, 1100, S8-0314, 2, ST1
CM4269, MONDAY, 1200, 1400, S14-0620, 2, SL1
CM4269, THURSDAY, 1200, 1400, S14-0620, 2, SL1
CM4269, WEDNESDAY, 900, 1000, S8-0314, 2, ST1
CM4271, MONDAY, 1400, 1600, LT20, 2, SL1
CM4271, THURSDAY, 1400, 1600, LT20, 2, SL1
CM4271, WEDNESDAY, 1200, 1300, S8-0314, 2, ST1
CM4274, TUESDAY, 1200, 1400, S16-0307, 2, SL1
CM4274, FRIDAY, 1200, 1400, S16-0307, 2, SL1
CM4274, WEDNESDAY, 1400, 1500, S8-0314, 2, ST1
CM5225, TUESDAY, 1800, 2200, LT20, 2, SL1
CM5237, THURSDAY, 1800, 2200, LT20, 2, SL1
CM5245, WEDNESDAY, 1800, 2200, LT24, 2, SL1
CM5262, WEDNESDAY, 1800, 2200, LT20, 2, SL1
CN1111, TUESDAY, 1600, 1800, LT6, 2, 1
CN1111, THURSDAY, 1200, 1300, LT6, 2, 1
CN1111, MONDAY, 1000, 1100, E5-03-20, 2, 1
CN1111, MONDAY, 1100, 1200, E5-03-20, 2, 2
CN1111, TUESDAY, 1000, 1100, E5-03-19, 2, 3
CN1111, WEDNESDAY, 1500, 1600, E5-03-19, 2, 4
CN1111, TUESDAY, 1100, 1200, E5-03-19, 2, 5
CN1111, WEDNESDAY, 1400, 1500, E5-03-19, 2, 6
CN1111E, FRIDAY, 1900, 2130, E5-03-20, 2, 1
CN1111E, FRIDAY, 1800, 1900, E5-03-20, 2, 1
CN2108, MONDAY, 1200, 1700, WS2-0421, 2, 1
CN2108, SATURDAY, 1000, 1200, LT7, 2, 1
CN2108, TUESDAY, 1200, 1700, WS2-0421, 2, 2
CN2108, SATURDAY, 1000, 1200, DV1, 2, 2
CN2108, WEDNESDAY, 1200, 1700, WS2-0422, 2, 3
CN2108, SATURDAY, 1000, 1200, DV2, 2, 3
CN2108, THURSDAY, 1200, 1700, WS2-0421, 2, 4
CN2108, SATURDAY, 1000, 1200, WS2-0421, 2, 4
CN2116, MONDAY, 1000, 1200, LT6, 2, 1
CN2116, WEDNESDAY, 1000, 1100, LT6, 2, 1
CN2116, TUESDAY, 1600, 1700, E5-03-20, 2, 1
CN2116, FRIDAY, 1500, 1600, E5-03-20, 2, 10
CN2116, THURSDAY, 1400, 1500, E1-06-03, 2, 2
CN2116, MONDAY, 1700, 1800, E5-03-23, 2, 3
CN2116, WEDNESDAY, 1700, 1800, E5-03-23, 2, 4
CN2116, THURSDAY, 1500, 1600, E1-06-03, 2, 5
CN2116, FRIDAY, 1400, 1500, E5-03-20, 2, 6
CN2116, TUESDAY, 1700, 1800, E5-03-20, 2, 7
CN2116, WEDNESDAY, 1600, 1700, E5-03-23, 2, 8
CN2116, MONDAY, 1600, 1700, E5-03-23, 2, 9
CN2116E, FRIDAY, 1900, 2130, LT3, 2, 1
CN2116E, FRIDAY, 1800, 1900, LT3, 2, 1
CN2121, MONDAY, 1300, 1500, E4-04-03, 2, 1
CN2121, WEDNESDAY, 1300, 1400, E5-02-32, 2, 1
CN2121, WEDNESDAY, 1400, 1500, E5-02-32, 2, 1
CN2122, TUESDAY, 1300, 1500, E1-06-04, 2, 1
CN2122, THURSDAY, 1300, 1400, E1-06-04, 2, 1
CN2122, THURSDAY, 1400, 1500, E1-06-04, 2, 1
CN2125, TUESDAY, 1000, 1200, UT-AUD1, 2, 1
CN2125, FRIDAY, 1300, 1400, LT7, 2, 1
CN2125, THURSDAY, 1500, 1600, E5-03-21, 2, 1
CN2125, WEDNESDAY, 1500, 1600, E5-03-20, 2, 10
CN2125, WEDNESDAY, 1300, 1400, E5-03-20, 2, 2
CN2125, FRIDAY, 1400, 1500, E5-03-19, 2, 3
CN2125, WEDNESDAY, 1400, 1500, E5-03-20, 2, 4
CN2125, MONDAY, 1600, 1700, E5-03-21, 2, 5
CN2125, THURSDAY, 1600, 1700, E5-03-21, 2, 6
CN2125, FRIDAY, 1500, 1600, E5-03-19, 2, 7
CN2125, MONDAY, 1400, 1500, E5-03-21, 2, 8
CN2125, MONDAY, 1500, 1600, E5-03-21, 2, 9
CN2125E, TUESDAY, 1800, 2030, E5-03-20, 2, 1
CN2125E, TUESDAY, 2030, 2130, E5-03-20, 2, 1
CN3108, WEDNESDAY, 1300, 1700, WS2-0421, 2, 1
CN3109, TUESDAY, 1300, 1700, WS2-0422, 2, 1
CN3109, THURSDAY, 1300, 1700, WS2-0422, 2, 2
CN3124, FRIDAY, 1000, 1200, LT7, 2, 1
CN3124, WEDNESDAY, 1500, 1600, E5-03-21, 2, 1
CN3124, MONDAY, 1500, 1600, E5-03-22, 2, 10
CN3124, THURSDAY, 1600, 1700, E5-02-32, 2, 2
CN3124, WEDNESDAY, 1400, 1500, E5-03-21, 2, 3
CN3124, FRIDAY, 1500, 1600, E5-02-32, 2, 4
CN3124, TUESDAY, 1500, 1600, E5-03-23, 2, 5
CN3124, THURSDAY, 1500, 1600, E5-02-32, 2, 6
CN3124, TUESDAY, 1400, 1500, E5-03-23, 2, 7
CN3124, FRIDAY, 1400, 1500, E5-02-32, 2, 8
CN3124, MONDAY, 1400, 1500, E5-03-22, 2, 9
CN3124E, WEDNESDAY, 1800, 2030, LT5, 2, 1
CN3124E, WEDNESDAY, 2030, 2130, LT5, 2, 1
CN3132, MONDAY, 1500, 1700, E5-03-19, 2, 1
CN3132, WEDNESDAY, 1600, 1700, E5-03-19, 2, 1
CN3132, WEDNESDAY, 1700, 1800, E5-03-19, 2, 1
CN3135, THURSDAY, 1000, 1200, E5-03-20, 2, 1
CN3135, THURSDAY, 1500, 1600, E5-03-22, 2, 1
CN3421, TUESDAY, 1300, 1500, E5-03-19, 2, 1
CN3421, THURSDAY, 1600, 1700, E5-03-19, 2, 1
CN3421, THURSDAY, 1700, 1800, E5-03-19, 2, 1
CN4118E, SATURDAY, 2300, 2330, DV1, 2, 1
CN4118R, FRIDAY, 900, 1800, DV1, 2, 1
CN4118R, WEDNESDAY, 1400, 1600, LT7, 2, 1
CN4121, THURSDAY, 1300, 1500, LT6, 2, 1
CN4122, TUESDAY, 1300, 1500, E5-03-20, 2, 1
CN4122, MONDAY, 1400, 1600, E2-0306PC, 2, 1
CN4123E, THURSDAY, 1800, 2030, E3-06-01, 2, 1
CN4123E, THURSDAY, 2030, 2130, E3-06-01, 2, 1
CN4123E, THURSDAY, 1800, 2130, E2-03-03, 2, 2
CN4123E, THURSDAY, 1800, 2130, E3-06-10, 2, 3
CN4123E, THURSDAY, 1800, 2130, E3-06-06, 2, 4
CN4201R, MONDAY, 1600, 1800, ENG-AUD, 2, 1
CN4201R, WEDNESDAY, 1600, 1800, ENG-AUD, 2, 1
CN4203R, WEDNESDAY, 900, 1100, E5-03-20, 2, 1
CN4203R, TUESDAY, 1500, 1600, E1-06-01, 2, 1
CN4203R, TUESDAY, 1600, 1700, E1-06-01, 2, 1
CN4208E, MONDAY, 1900, 2130, E1-06-07, 2, 1
CN4208E, MONDAY, 1800, 1900, E1-06-07, 2, 1
CN4210E, WEDNESDAY, 1800, 2030, E3-06-09, 2, 1
CN4210E, WEDNESDAY, 2030, 2130, E3-06-09, 2, 1
CN4223R, FRIDAY, 1800, 2100, LT2, 2, 1
CN4223R, FRIDAY, 2100, 2200, LT2, 2, 1
CN4227E, TUESDAY, 1800, 2030, E1-06-08, 2, 1
CN4227E, TUESDAY, 2030, 2130, E1-06-08, 2, 1
CN4227R, MONDAY, 1200, 1400, E5-03-20, 2, 1
CN4227R, WEDNESDAY, 1100, 1200, E5-03-20, 2, 1
CN4227R, WEDNESDAY, 1200, 1300, E5-03-20, 2, 1
CN4238R, TUESDAY, 1100, 1300, E5-03-20, 2, 1
CN4238R, MONDAY, 1100, 1200, E5-03-19, 2, 1
CN4240R, TUESDAY, 900, 1000, E5-03-21, 2, 1
CN4240R, MONDAY, 900, 1100, E5-03-21, 2, 1
CN4240R, TUESDAY, 1000, 1100, E5-03-21, 2, 1
CN4246R, MONDAY, 1200, 1400, E4-04-05, 2, 1
CN4246R, WEDNESDAY, 1100, 1200, E5-03-23, 2, 1
CN4246R, WEDNESDAY, 1200, 1300, E5-03-23, 2, 1
CN4248, TUESDAY, 1100, 1300, E5-03-21, 2, 1
CN4248, WEDNESDAY, 1300, 1400, E5-03-21, 2, 1
CN5111, TUESDAY, 1800, 2100, LT3, 2, 1
CN5173, THURSDAY, 1800, 2100, E5-03-19, 2, 1
CP3101B, TUESDAY, 1000, 1200, LT19, 2, 1
CP3101B, MONDAY, 1000, 1200, COM1-B112, 2, 1
CP3101B, MONDAY, 1200, 1400, COM1-B112, 2, 2
CP3201, FRIDAY, 1600, 1800, SR@LT19, 2, 1
CS1010, TUESDAY, 1000, 1300, i3-0345, 2, 1
CS1010, FRIDAY, 1000, 1200, COM1-B108, 2, 1
CS1010, FRIDAY, 1200, 1400, COM1-B108, 2, 2
CS1010, FRIDAY, 1400, 1600, COM1-0120, 2, 3
CS1010E, TUESDAY, 1600, 1800, UT-AUD2, 2, 1
CS1010E, WEDNESDAY, 1000, 1200, COM1-B112, 2, 1
CS1010E, WEDNESDAY, 1400, 1600, COM1-B108, 2, 10
CS1010E, WEDNESDAY, 1200, 1400, COM1-B108, 2, 11
CS1010E, WEDNESDAY, 1600, 1800, COM1-B111, 2, 12
CS1010E, WEDNESDAY, 1200, 1400, COM1-B112, 2, 2
CS1010E, WEDNESDAY, 1400, 1600, COM1-B112, 2, 3
CS1010E, WEDNESDAY, 1600, 1800, COM1-B112, 2, 4
CS1010E, WEDNESDAY, 1000, 1200, i3-0345, 2, 5
CS1010E, WEDNESDAY, 1200, 1400, COM1-B109, 2, 6
CS1010E, WEDNESDAY, 1400, 1600, COM1-B109, 2, 7
CS1010E, WEDNESDAY, 1600, 1800, COM1-B108, 2, 8
CS1010E, WEDNESDAY, 1600, 1800, i3-0345, 2, 9
CS1010E, THURSDAY, 1300, 1400, TP-SR10, 2, C17
CS1010E, THURSDAY, 1300, 1400, TP-SR2, 2, C18
CS1010E, FRIDAY, 1100, 1200, TP-ALR, 2, C19
CS1010E, FRIDAY, 1100, 1200, TP-GLR, 2, C20
CS1010E, THURSDAY, 1500, 1600, TP-GLR, 2, D01
CS1010E, THURSDAY, 1500, 1600, TP-SR7, 2, D02
CS1010E, THURSDAY, 1700, 1800, TP-SR2, 2, D03
CS1010E, THURSDAY, 1700, 1800, TP-SR7, 2, D04
CS1010E, MONDAY, 1400, 1500, ERC-SR2, 2, D19
CS1010E, MONDAY, 1400, 1500, UTSRC-SR7, 2, D20
CS1010E, FRIDAY, 900, 1000, ERC-SR10, 2, D21
CS1010E, FRIDAY, 900, 1000, TP-SR3, 2, U01
CS1010FC, MONDAY, 1300, 1500, i3-0345, 2, 1
CS1010FC, THURSDAY, 1300, 1500, i3-0345, 2, 2
CS1010S, WEDNESDAY, 1200, 1400, LT26, 2, 1
CS1010S, FRIDAY, 900, 1000, S14-0619, 2, 1
CS1010S, FRIDAY, 1300, 1400, S14-0619, 2, 2
CS1010S, FRIDAY, 1400, 1500, S14-0619, 2, 3
CS1010S, FRIDAY, 1500, 1600, S14-0619, 2, 4
CS1010S, FRIDAY, 1000, 1100, S14-0619, 2, 5
CS1010S, MONDAY, 900, 1000, COM1-B112, 2, 1
CS1010S, MONDAY, 1000, 1100, COM1-B110, 2, 10
CS1010S, TUESDAY, 1400, 1500, COM1-B110, 2, 11
CS1010S, TUESDAY, 1300, 1400, COM1-B110, 2, 12
CS1010S, TUESDAY, 1200, 1300, COM1-B110, 2, 13
CS1010S, TUESDAY, 1100, 1200, COM1-B110, 2, 14
CS1010S, TUESDAY, 1000, 1100, COM1-B110, 2, 15
CS1010S, TUESDAY, 900, 1000, COM1-B111, 2, 16
CS1010S, MONDAY, 1400, 1500, COM1-B110, 2, 17
CS1010S, MONDAY, 1000, 1100, COM1-B108, 2, 2
CS1010S, MONDAY, 1100, 1200, COM1-B108, 2, 3
CS1010S, MONDAY, 1200, 1300, COM1-B108, 2, 4
CS1010S, MONDAY, 1300, 1400, COM1-B109, 2, 5
CS1010S, MONDAY, 1400, 1500, COM1-B109, 2, 6
CS1010S, MONDAY, 1600, 1700, COM1-B108, 2, 7
CS1010S, MONDAY, 1700, 1800, COM1-B108, 2, 8
CS1010S, MONDAY, 900, 1000, COM1-B110, 2, 9
CS1020, TUESDAY, 1000, 1200, i3-Aud, 2, 1
CS1020, TUESDAY, 1000, 1200, iCube-SR1, 2, 2
CS1020, THURSDAY, 1000, 1200, COM1-B109, 2, 1
CS1020, THURSDAY, 1200, 1400, COM1-B109, 2, 2
CS1020, THURSDAY, 1400, 1600, COM1-B109, 2, 3
CS1020, THURSDAY, 1600, 1800, COM1-B109, 2, 4
CS1020, THURSDAY, 1000, 1200, COM1-B111, 2, 5
